Name,Amount
D. FEHR CONTRACTING LTD.,"31,343"
D. FROCKLAGE CONTRACTING LTD.,"65,531"
D. LITCHFIELD & CO. LTD.,"35,187"
D. R. HOLTOM LTD.,"198,791"
D.D 914 YATES PROPERTIES LTD.,"134,111"
D.I.G. TRAIL DESIGN LTD.,"116,451"
D.N.T. CONTRACTING LTD.,"45,717"
D.R. MOORE TRUCKING LTD.,"40,459"
D.R. SYSTEMS INC.,"1,169,505"
"DAHLGREN, DAVID IN TRUST","75,000"
DALCHAKO TIMBER LTD.,"68,578"
DALDAS FARMS LTD.,"107,225"
"DALE, MELANIE MARIE","26,654"
DALL'ANTONIA HOLDINGS CO. LTD.,"28,308"
DAM HELICOPTERS INC.,"906,966"
DAN MALO CONSULTING COMPANY,"49,613"
DAN MARCOTTE LAW CORPORATION IN TRUST,"93,025"
DANIEL M. POULIN LAW CORPORATION,"58,899"
DANIEL SCHRANZ CONTRACTING LTD.,"79,004"
DANIELS ELECTRONICS LTD.,"595,548"
"DANIELS, KELLY","44,400"
DAN–O CONTRACTING LTD.,"46,004"
DANUBE TECH GMBH,"50,000"
DARK STAR FORESTRY LTD.,"335,898"
DASCO EQUIPMENT INC,"41,764"
DASHWOOD VOLUNTEER FIRE DEPARTMENT,"86,118"
DASILVA DEVELOPMENTS LTD.,"520,308"
"DAVEY TREE EXPERT CO. OF CANADA, LIMITED","141,348"
DAVID BUTCHER LAW CORPORATION,"49,133"
DAVID H. SILVERMAN LAW CORPORATION,"80,263"
DAVID LOUKIDELIS QC LAW CORPORATION,"49,496"
DAVID STALKER EXCAVATING LTD.,"49,146"
"DAVIDSON, MARIE–ANN","33,550"
DAVIES WILDFIRE MANAGEMENT INC.,"60,113"
"DAVIES, GLEN RICHARD","29,091"
"DAVIES, LLOYD F","40,000"
DAVIS ENVIRONMENTAL LTD.,"129,991"
"DAVIS, CHASTITY ANNE","27,042"
DAWSON CONSTRUCTION LIMITED,"18,862,654"
DAWSON CREEK MOVING & STORAGE LTD.,"81,546"
DAWSON FARMS LTD.,"28,585"
DAXIOM SYSTEMS INC.,"242,566"
DAY COMMUNICATIONS GROUP INC.,"42,228"
DAYCO CONSTRUCTION LTD.,"39,958"
DBC MARINE SAFETY SYSTEMS LTD.,"43,256"
DBRS LIMITED,"31,329"
DC ROOFING INC.,"60,054"
DDB CANADA,"33,600"
DDD CABLE FRIENDS INC.,"53,398"
"DE LA MARE, JAMES EDWARD","31,225"
DE VO HOLDINGS LTD.,"402,504"
DEAN WILSON TRUCKING,"27,056"
DEANGELO BROTHERS CORPORATION,"380,729"
DEASE RIVER DEVELOPMENT CORPORATION,"26,208"
DEATH BENEFIT PAYMENTS,"293,643"
"DEBOER, PAT","34,843"
DEBORAH K. LOVETT LAW CORPORATION,"93,187"
DEBRI RESOURCES LTD.,"1,282,652"
DECHEN VENTURES LTD.,"584,438"
DECOY LANDSCAPING LTD.,"44,975"
DEDILUKE LAND SURVEYING INC.,"26,364"
DEER BAY CONTRACTING LTD.,"145,413"
DEETKEN ENTERPRISES INC.,"1,388,009"
DEGREES CATERING,"54,804"
DEKAN ENTERPRISES LTD.,"141,255"
DEL PENNER CONTRACTING LTD.,"310,004"
"DEL ROSSI, PAUL","146,107"
"DELBIGIO, GREGORY P","62,483"
DELCA ENTERPRISES LTD.,"47,684"
DELL CANADA INC.,"300,788"
DELL EMC CANADA,"39,750"
DELL TRANSPORT LTD.,"29,961"
DELLA TERRA – SOIL MANAGEMENT SOLUTIONS LTD.,"106,552"
DELOITTE CONSULTING LLP,"67,526"
DELOITTE INC.,"30,624,577"
DELOITTE LLP,"2,080,547"
DELOITTE MANAGEMENT SERVICES LP,"5,190,578"
DELPHI GROUP,"30,750"
DELTA HELICOPTERS LTD.,"937,685"
DELTA TANGO CONSULTING LTD.,"41,571"
DELTA VICTORIA OCEAN POINTE RESORT AND SPA,"26,597"
"DEMARS, CRAIG","35,595"
"DEMIDOFF, CHRISTINE","31,200"
DENIS FRANCOEUR BACKHOEING LTD.,"1,693,455"
DENNING MANAGEMENT INC.,"34,494"
DENTONS CANADA LLP,"139,407"
"DEOL, IQBAL","54,155"
DEPOSIT PROTECTION INTERNATIONAL CONSULTANCY,"99,539"
DERAPA INVESTMENTS INC.,"209,645"
DESIGN GROUP STAFFING INC.,"453,284"
DEUCE CREEK CONTRACTING LTD.,"30,723"
DEVCO EXCAVATING LTD.,"37,367"
DEVELOP CONSULTING LTD.,"159,600"
DEVENCORE COMPANY LTD. IN TRUST,"63,174"
DEVERELL CONTRACTING LTD.,"2,134,810"
DEVLIN FUNERAL HOME,"31,799"
DEVON TRANSPORT LTD.,"147,936"
"DEVOR, AARON H","43,449"
DEV–RAY EXCAVATING & SILVICULTURE LTD.,"127,140"
DEWAN ENTERPRISES LTD.,"161,509"
"DEWAR, ROBERT","148,711"
DEWDNEY ANIMAL HOSPITAL,"29,859"
DH CORPORATION,"471,610"
"DHALIWAL, BHUPINDER","35,924"
"DHALIWAL, GURSEWAK","29,501"
"DHAMI, BALBIR S","26,049"
DIAMOND DELIVERY,"152,854"
DIAMOND HEAD CONSULTING LTD.,"92,884"
DIAMOND IMPROVEMENT DISTRICT,"42,000"
DIAMOND LAND CONSULTANTS INC.,"25,325"
"DICK BYL LAW CORPORATION, IN TRUST","574,000"
DIETITIANS OF CANADA,"114,965"
"DIETZ, KEITH","32,071"
DIG IT CONTRACTING LTD.,"298,609"
DIGITAL DIRECT PRINTING LTD.,"216,754"
DIGITAL ID AND AUTHENTICATION COUNCIL OF CANADA,"50,000"
DIGITALSPACE CONSULTING INC.,"418,812"
DIRECT ELECTRIC LTD.,"28,164"
"DIRECTIONS EVIDENCE AND POLICY RESEARCH GROUP, LLP","129,423"
DISCOVERY HELICOPTERS LTD.,"136,957"
DISCOVERY SOUND LIMITED PARTNERSHIP,"178,982"
DISTRICT OF 100 MILE HOUSE,"45,346"
DISTRICT OF CENTRAL SAANICH,"133,993"
DISTRICT OF CHETWYND,"116,050"
DISTRICT OF COLDSTREAM,"278,223"
DISTRICT OF FORT ST. JAMES,"36,546"
DISTRICT OF HOPE,"377,345"
DISTRICT OF HOUSTON,"384,225"
DISTRICT OF HUDSON'S HOPE,"253,415"
DISTRICT OF INVERMERE,"295,133"
DISTRICT OF KITIMAT,"214,144"
DISTRICT OF LAKE COUNTRY,"542,387"
DISTRICT OF LILLOOET,"87,749"
DISTRICT OF LOGAN LAKE,"76,784"
DISTRICT OF MACKENZIE,"385,585"
DISTRICT OF MISSION,"419,616"
DISTRICT OF NORTH VANCOUVER,"500,541"
DISTRICT OF PEACHLAND,"387,686"
DISTRICT OF PORT HARDY,"418,667"
DISTRICT OF SECHELT,"392,428"
DISTRICT OF SICAMOUS,"403,193"
DISTRICT OF SQUAMISH,"684,864"
DISTRICT OF STEWART,"68,687"
DISTRICT OF SUMMERLAND,"2,026,619"
DISTRICT OF TAYLOR,"97,916"
DISTRICT OF TOFINO,"1,933,318"
DISTRICT OF UCLUELET,"437,866"
DISTRICT OF VANDERHOOF,"110,902"
DITIDAHT FORESTRY LTD.,"144,953"
DITMARSIA HOLDINGS LTD.,"102,221"
DIVERSIFIED COMMUNICATIONS,"67,009"
DIVERSIFIED ENVIRONMENTAL SERVICES,"35,871"
DIVES HARPER & STANGER,"75,756"
"DIVES, HARPER, STANGER & MIZRAHI LLP","1,342,648"
DJ FEDUSIAK ENTERPRISES LTD.,"152,790"
DL SHAW CONSULTING INC.,"150,602"
DLA PIPER (CANADA) LLP,"243,798"
DLF PICKSEED CANADA INC.,"280,537"
DLR CONTRACTING LTD.,"71,139"
DM FOURCHALK PROPERTY CONSULTANTS INC.,"471,608"
DM LOGGING LTD.,"53,372"
DMD & ASSOCIATES ELECTRICAL CONSULTANTS LTD.,"223,729"
DMT GEOSCIENCES LTD.,"27,227"
DNA DATA NETWORKING AND ASSEMBLIES LTD.,"96,874"
"DOBB, ALLEN JOHN","174,911"
"DOBMEIER, TERESA","40,407"
"DOBRZANSKI, CHRISTOBAL","30,713"
"DOCKENDORF, MAUREEN","128,377"
DOCUDAVIT SOLUTIONS INC.,"592,282"
"DOGLIONE, CARL F & DOGLIONE, NANCY J","52,009"
"DOKKEN, GARY & DOKKEN, RANDY","165,791"
"DOLAN, JOHN ALAN","124,689"
DOLDEN WALLACE FOLICK LLP,"74,581"
"DOLL, ARLENE M","33,018"
DOMCOR HEALTH SAFETY & SECURITY INCORPORATED,"29,645"
DOMCOR TRAFFIC CONTROL INTERNATIONAL INC.,"83,883"
DOMINION BLUEPRINT & REPROGRAPHICS LTD.,"57,324"
DOMINION VOTING SYSTEMS CORPORATION,"427,001"
DON NYGAARD & SON LTD.,"62,151"
"DON, WILLIAM & EDWARDS, NANCY RAINE","141,155"
"DONG, BARRY Y F","128,492"
"DONKERS, PETER","73,439"
DONMAR LOGGING LTD.,"26,229"
"DONN, WAYNE B, DR","37,880"
DONNYBROOK RESEARCH AND ANALYSIS INC.,"35,000"
"DONOVAN, ANNABELLE","56,396"
DORADO DRILLING LTD.,"34,899"
DOROSH CONSTRUCTION LTD.,"4,042,416"
"DOROSHUK, LOREN JOHN","28,913"
DORWARD ENGINEERING SERVICES LTD.,"47,294"
DOSENBERGER EXCAVATING LTD.,"297,635"
DOT COM CONSTRUCTION GROUP LIMITED,"206,728"
DOUBLE B GRAVEL & EXCAVATING LTD.,"27,929"
DOUBLE L ENTERPRISES LTD.,"27,148"
DOUG ARNOLD TRUCKING LTD.,"44,425"
DOUG BATEMAN LOGGING LTD.,"70,195"
DOUG BROPHY CONTRACTING LTD.,"1,407,235"
DOUG VANDENBERG TRUCKING,"38,878"
"DOUGHERTY, RAYMOND E","80,995"
DOWLING C. MONETTE LOGGING LTD.,"62,270"
"DOWNIE, JAMES R","47,919"
DOWNRITE DRILLING LTD.,"91,699"
DOWNS PROJECT MANAGEMENT LTD.,"42,641"
"DOYLE, JASON, DR","37,874"
DR. C.J. COADY ASSOCIATES,"346,398"
DR. CLAIRE ROBINSON INC.,"29,527"
DR. GLEN L. FREEDMAN INC.,"25,620"
DR. JASON S.G. DOYLE INC.,"88,158"
"DR. P.J.T.NICHOLSON, INC.","32,638"
DR. ROBERT C. SAUNDERS INC.,"79,466"
DR. ROBERT N. BAKER INC.,"38,410"
DR. TIM LEPARD MEDICAL SERVICES LTD.,"45,831"
DR. YANN BRIERLEY INC.,"52,748"
DRAGON TONER LAW OFFICE,"45,456"
DRAKE EXCAVATING LTD.,"1,228,489"
DRAKE FORESTRY SERVICES LTD.,"641,563"
"DRESCHER, PETER","44,527"
"DREWES, MITCHELL","76,117"
DRILLWELL ENTERPRISES LTD.,"1,027,001"
DROLET ELDRED BARRISTERS,"42,795"
DRONELOGICS SYSTEMS INC.,"30,658"
"DROWN, EMILY","37,756"
DS TACTICAL SUPPLY LTD.,"360,687"
DSCT ENTERPRISES INC.,"184,425"
DSM GEODATA LIMITED,"75,219"
DUCKS UNLIMITED CANADA,"135,025"
"DUFFY, HELEN P","32,264"
DUGGAN IT SOLUTIONS LTD.,"138,456"
"DUKE, JOHN MURRAY","27,731"
"DUKHIA, KANWALJEET","41,926"
"DULC, SUSAN","44,820"
"DUMAS, ANN","53,419"
DUN & BRADSTREET,"31,223"
"DUNCAN, PAT","41,035"
"DUNCAN, WILLIAM J","37,433"
DUNKLEY LUMBER LTD.,"401,938"
"DUNN, GEMMA OLIVIA","28,657"
"DUNSTER, MAUREEN","280,297"
DUNWELL INNOVATIONS INC.,"248,085"
"DURFELD, CHRISTOPHORUS","165,889"
"DURLING, ROBYN","34,968"
DUTCHIE'S TRANSFER (2005) LTD.,"117,083"
"DUTHIE, ROBERT W","58,989"
DWAYNE PUKAS EXCAVATING LTD.,"44,693"
DWB CONSULTING SERVICES LTD.,"1,610,054"
DWS CONTRACTING LTD.,"59,779"
"DYCK, KENNETH J & DYCK, SYLVIA W","43,681"
"DYCK, STANLEY CHARLES & DYCK, PATRICIA ANN","38,862"
DYE & DURHAM CORPORATION,"169,690"
DYNAMIC REFORESTATION LTD.,"2,463,124"
DYNAMIS GLOBAL,"883,684"
DYNASTY PLUS LIMITED,"53,094"
"DYSON, JENNIFER JANE","106,976"
E & B HELICOPTERS LTD.,"2,097,415"
E&T TRUCKING LTD.,"41,872"
E. A. STRIMBOLD LTD.,"239,950"
E. GIESBRECHT LOGGING LTD.,"40,934"
E. LEES & ASSOCIATES CONSULTING LTD.,"40,320"
E. R. FORDE BULLDOZING,"26,011"
E. SCHUK CONTRACTING LTD.,"28,975"
E. WOLSKI CONSULTING INC.,"121,597"
"EADE, GEORGE EDWIN","76,550"
EAGLE AUTOMOTIVE CENTER,"30,902"
EAGLE CREEK VILLAGE I GP LTD.,"413,584"
EAGLE MAPPING LTD.,"590,521"
EAGLE ROCK CONSTRUCTION LTD.,"9,108,403"
EAGLE SPIRIT COMMUNITY SOLUTIONS INC.,"80,595"
EAGLE VALLEY HOLDINGS LTD.,"813,418"
EAGLE VIEW FARMS LTD.,"32,109"
EAGLE WEST CRANE & RIGGING,"44,050"
"EAMAN, STAN, DR","55,442"
"EARTH ENTERPRISES OF BRITISH COLUMBIA, INC.","27,363"
EARTHEX CONTRACTING LTD.,"129,142"
EAST KOOTENAY INVASIVE SPECIES COUNCIL,"291,533"
EAST SAANICH HOLDINGS LTD.,"102,615"
EAST WEST TRANSPORTATION (2000) CORP.,"1,723,521"
EBB ENVIRONMENTAL CONSULTING INC.,"83,498"
EBSCO CANADA LTD.,"326,398"
ECLIPSE HELICOPTERS LTD.,"1,732,460"
ECO–AXE CONTRACTING LTD.,"54,478"
ECOFISH RESEARCH LTD.,"30,444"
ECOFOR CONSULTING B.C. LTD.,"904,564"
ECOLAB CO.,"69,137"
ECOLINK FOREST SERVICES LTD.,"61,355"
ECOLOGIC CONSULTING,"101,365"
E–COMM EMERGENCY COMMUNICATIONS FOR BRITISH COLUMBIA INC.,"4,028,892"
ECON CONSULTING,"517,427"
"ECONICS INNOVATIONS, INC.","48,966"
ECONICS SERVICES INC.,"80,415"
ECONOLITE CANADA INC.,"34,683"
ECONOSPAN STRUCTURES CORP.,"64,994"
ECORA ENGINEERING & RESOURCE GROUP LTD.,"1,552,918"
ECORA RESOURCE GROUP LTD.,"28,875"
ECOSCAPE ENVIRONMENTAL CONSULTANTS LTD.,"27,067"
ECOSUPPORT LTD.,"26,880"
"EDEN, RON","36,383"
"EDGELL, VAL","26,073"
EDI ENVIRONMENTAL DYNAMICS INC.,"265,439"
EDLEY IMAGINEERING INC.,"74,855"
ED'S BUILDING SUPPLIES LTD.,"66,038"
EDWARD E. BOWES PERSONAL LAW CORPORATION,"124,235"
EDWARDS GEOSPATIAL CONSULTING,"49,350"
"EDWARDS, BRENDA L","122,568"
EECOL ELECTRIC CORP.,"45,523"
EECOL ELECTRIC ULC,"53,446"
"EFFA, REG W","26,618"
EFS E–FORENSIC SERVICES INC.,"31,861"
"EGAN, LYNNE L","69,989"
"EGAN, PAT","28,246"
EIFFAGE INNOVATIVE CANADA INC.,"16,895,670"
EIGHT DIAMOND HOLDINGS LTD.,"58,752"
"EL DORADO CENTRE LTD & PERSON SMITH, C O & PERSON MOFFETT, O E & PERSON SMITH, G","223,967"
ELAN DATA MAKERS,"129,930"
ELBOW RIVER HELICOPTERS LTD.,"1,267,276"
ELDORADO DEVELOPMENT CORP. LTD.,"183,372"
ELDORADO LOG HAULING LTD.,"107,370"
ELEVATE CONSULTING INC.,"2,715,491"
ELEVATE DEVELOPMENT CORP.,"217,588"
ELEVATOR STRATEGY ADVERTISING AND DESIGN INC.,"2,480,607"
ELHDAQOX DEVELOPMENTS LTD.,"479,470"
ELITE TEXTILE TRADING LLC,"93,897"
ELK HOLDINGS LTD.,"223,213"
"ELLAN, CAROL C","27,533"
"ELLIS, PATRICK GEORGE","30,375"
ELLISDON CORPORATION,"300,000"
"ELSAESSER, CHRISTINE J","217,186"
EM3 SERVICES INC.,"28,316"
EMBER RESEARCH SERVICES LTD.,"52,469"
EMBLAZON EMBROIDERY CO,"32,510"
EMBLEMS FARM LTD.,"35,166"
EMC CORPORATION OF CANADA,"64,749"
EMCO CORPORATION,"30,719"
EMCON SERVICES INC.,"58,921,993"
EMIL ANDERSON CONSTRUCTION (EAC) INC.,"36,635,501"
EMIL ANDERSON MAINTENANCE CO. LTD.,"23,618,282"
EMPLOYMENT CONNECTIONS NORTH CORP.,"66,563"
EMRN 2008,"86,394"
ENCAN CONSTRUCTION LTD.,"787,944"
ENCOMPASS MANAGEMENT INC.,"231,811"
ENERGETIC TRAFFIC CONTROL LTD.,"63,729"
ENFOR CONSULTANTS LTD.,"75,045"
"ENGBRECHT, HANS & ENGBRECHT, CINDY IN TRUST FOR ENGBRECHT, MOLLY","411,549"
ENGINEERS AND GEOSCIENTISTS BC,"25,620"
ENNADAI WOODWORKS INC.,"234,980"
"ENNS, DOUGLAS J","91,057"
ENSIGN BROS. ENTERPRISES LTD.,"197,460"
"ENSYS ENERGY & SYSTEMS, INC.","25,000"
ENTCO SOFTWARE CANADA CO.,"153,993"
ENTERPRISE PAPER CO. LTD.,"97,410"
ENTERPRISE RENT–A–CAR,"328,460"
ENTERPRISE RENT–A–CAR CANADA COMPANY,"3,445,387"
ENTOPATH MANAGEMENT LTD.,"128,119"
"ENTREPRISES FORLINI–DIVISION EQUIPEMENT DE SECURITE UNIVERSAL, INC.,","34,441"
ENTRUST DATACARD LIMITED,"751,831"
ENVELOPPE LAURENTIDE INC.,"353,672"
ENVIROGREEN TECHNOLOGIES LTD.,"44,100"
ENVIRONICS RESEARCH GROUP LTD,"171,849"
ENVIRONMENT FOR CHANGE SERVICES INC.,"27,544"
EPCOR BRITANNIA WATER INC.,"152,236"
EQUIFAX CANADA CO.,"272,773"
EQUITY VALUATION AND CONSULTING SERVICES LTD.,"178,923"
ERAFOR FORESTRY LTD.,"785,099"
ERIC AND SETH CONTRACTING LTD.,"97,871"
"ERIKSSON, JOHN","25,870"
ERLANDSON CONSULTING INC.,"51,430"
ERM CONSULTANTS CANADA LTD.,"67,345"
ERMINE COMMUNICATIONS LTD.,"30,090"
ERNST & YOUNG LLP,"758,571"
ERRIS FIRE DEPARTMENT,"35,240"
ESC AUTOMATION INC.,"67,405"
ESDILAGH FIRST NATION,"31,323"
ESDILAGH FIRST NATIONS,"154,904"
ESIT ADVANCED SOLUTIONS INC.,"142,405,601"
ESP CONSULTING LTD.,"39,009"
ESRI CANADA LIMITED,"356,453"
ESSA TECHNOLOGIES LTD.,"362,914"
ESSENTIAL RESOURCES INC.,"67,988"
ESTSEK' ENVIRONMENTAL SERVICES LLP,"58,975"
ESTUDI FERRAN SENDRA,"35,389"
ETHOS LAW GROUP LLP,"65,993"
EUROVIA BRITISH COLUMBIA INC.,"9,472,993"
EVANS CASELOAD INC.,"31,500"
EVANS REDI–MIX LTD.,"73,000"
"EVANS, DENNIS J","37,990"
"EVANS, SANDRA L","39,975"
EVANSDALE FARMS LTD.,"124,641"
EVELYN MOUNTAIN CONTRACTING LTD.,"761,267"
"EVERETT, WILLIAM M","112,791"
EVERGREEN FOREST SERVICES LTD.,"1,391,551"
EVM PROJECT SERVICES LTD.,"543,477"
EXCEL ADJUSTCO INC.,"252,502"
EXECUTIVE AIRPORT PLAZA,"72,378"
EXECUTIVE CONVENTION MANAGEMENT INC.,"358,082"
EXECUTIVE FLIGHT CENTRE FUEL SERVICES LTD.,"2,816,744"
EXECUTIVE PLAZA HOTEL,"95,103"
EXHIBITIONS & TRADE FAIRS PTY LTD. – LNG 18 EXHIBITION,"141,749"
EXIGENT INC.,"54,560"
EXP SERVICES INC.,"390,460"
EXPRESS CUSTOM TRAILERS MFG. INC.,"2,001,589"
EXQUISITE LAWN AND LANDSCAPING LTD.,"70,012"
EYFORD MACAULAY SHAW & PADMANABHAN LLP,"55,129"
"EYFORD MACAULAY SHAW & PADMANABHAN LLP, IN TRUST","40,000"
F & M MANAGEMENT LTD.,"286,453"
F.A.S.T. FIRST AID & SURVIVAL TECHNOLOGIES LIMITED,"447,938"
F.H. FORESTRY LTD.,"96,794"
FACTORS WESTERN INC.,"1,093,916"
FAIRBANK ARCHITECTS LTD.,"38,379"
FAIRFIELD INN & SUITES BY MARRIOTT KAMLOOPS,"27,048"
FALCONRIDGE MARKETING CORP.,"401,899"
"FALK, GARY W","40,788"
FALL LINE FORESTRY LIMITED,"1,806,605"
FALSECREEK CONSTRUCTION INC.,"124,504"
FAMILY MEDIATION CANADA,"29,589"
FANNY BAY SALMONID ENHANCEMENT SOCIETY,"522,015"
FAR NORTH CONTRACTING LTD.,"2,960,427"
FAR WEST HELICOPTERS LTD.,"313,176"
FARM MANAGEMENT CANADA,"27,576"
"FARRELL, ELAINE MARY","31,046"
"FARRELL, PAUL R, DR","26,122"
"FARRIS, VAUGHAN, WILLS & MURPHY LLP","2,304,795"
FASKEN MARTINEAU DUMOULIN LLP,"153,273"
FASKEN MARTINEAU DUMOULIN LLP IN TRUST,"3,800,000"
FAST CANADIAN ENTERPRISES LTD.,"22,795,186"
"FAULKNER, ROBERT","58,603"
"FAWCETT, KENNETH WILLIAM","66,452"
FCA CANADA INC.,"153,803"
FCV TECHNOLOGIES LTD.,"914,929"
FDI FOREST DIMENSIONS INC.,"995,108"
FDS INVENTORY GROUP INC.,"292,262"
FEATHER HOLDINGS LTD.,"29,822"
FEDDERSEN CONTRACTING LTD.,"188,086"
FEDERATION OF B.C. YOUTH IN CARE NETWORKS,"42,427"
FEENIE MACDONALD,"2,179,337"
FELD CONCRETE FOUNDATIONS LIMITED,"466,703"
FERENCE & COMPANY CONSULTING LTD.,"555,512"
FERNCO DEVELOPMENT LTD. & NORCO DEVELOPMENT LTD. & LENCO DEVELOPMENT LTD.,"1,741,616"
FERNIE & DISTRICT SEARCH AND RESCUE SOCIETY,"33,602"
FERNO CANADA,"1,139,909"
FIBRE OPTIONS INC.,"35,838"
FICTORIE CONSTRUCTION MANAGEMENT LTD.,"200,029"
"FIEDLER, ALAN EDWARD","76,508"
FIELDSTONE RESOURCES LTD.,"212,138"
FIERCE INC.,"34,219"
FINGER LAKE WILDERNESS RESORT,"54,211"
FINK'S SAWMILL LTD.,"165,570"
FINS CONSULTING LTD.,"83,692"
FIORENTINO BROTHERS CONTRACTING LTD.,"65,510"
FIRE & FLOOD EMERGENCY SERVICES LTD.,"1,061,350"
FIRE AND EMERGENCY NEW ZEALAND,"2,395,953"
FIRESTORM ENTERPRISES LTD.,"2,680,563"
FIRETECH MANUFACTURING LTD.,"32,226"
FIREWEED HELICOPTERS LTD,"436,573"
FIRST AID ON LOCATION,"39,115"
FIRST CALL FIRE SERVICES LTD.,"400,414"
FIRST CLASS STEEL BUILDINGS INC.,"38,373"
"FIRST DATABANK, INC.","344,186"
FIRST NATIONS' EMERGENCY SERVICES SOCIETY OF B.C.,"321,438"
FIRST NATIONS' FORESTRY SOCIETY,"115,500"
FIRST NATIONS HEALTH AUTHORITY,"159,137"
FIRST UWHUNSHUN INVESTMENTS LTD.,"198,116"
FIRTH HOLLIN RESOURCE SCIENCE CORPORATION,"25,243"
FISHER COATINGS,"53,580"
"FISHER INTERNATIONAL, INC.","93,000"
FISHER SCIENTIFIC LTD,"81,043"
FJM OCEAN CENTRE ULC,"591,782"
FLASHBAY INC.,"31,960"
FLATIRON CONSTRUCTORS CANADA LIMITED,"6,027,725"
FLEETWOOD BUSINESS PARK LTD.,"110,090"
"FLEMING, MICHAEL","187,555"
"FLEWELLING, JAMES W","34,160"
FLEXTRACK INC.,"149,388"
FLIGHT FUELS B.C. LTD.,"2,061,054"
FLIPIT HOLDINGS LTD.,"75,466"
"FLOOD, DIANNE PATRICIA","29,414"
FLUVIAL SYSTEMS RESEARCH INC,"38,388"
"FLYCAST PARTNERS, INC.","25,613"
FLYING COLOURS INTERNATIONAL,"29,204"
FLYING FRESH AIR FREIGHT,"28,118"
FMS CREATIVE INC.,"45,212"
"FOERSTER, VICKI, DR","77,700"
FOLKLORE CONTRACTING LTD.,"573,604"
FONTAINE'S MOVING & MINI STORAGE LTD.,"100,009"
FOOD FOR THOUGHT CATERING LTD.,"25,616"
FOOTPRINTS SECURITY PATROL INC.,"217,186"
FORCOMP FORESTRY CONSULTING LTD.,"38,430"
"FORD MOTOR COMPANY OF CANADA, LIMITED","2,151,203"
FOREST ANALYSIS LTD.,"34,062"
"FOREST ECONOMIC ADVISORS, LLC","41,609"
FOREST ECOSYSTEM SOLUTIONS LTD.,"421,001"
FOREST FISH ENTERPRISES LTD.,"114,477"
FOREST FLOOR CONTRACTING LTD.,"1,854,259"
FORESTREE DYNAMICS LTD.,"75,023"
FOREZE HOLDINGS INC. & CLIPPER HOLDINGS LTD.,"117,715"
FORGE EXPERIENCE DESIGN INC.,"55,650"
FORM–ALL CONSTRUCTION LTD.,"111,989"
FORMULA CONTRACTORS LTD.,"3,977,971"
FORRESTER SWITZERLAND GMBH,"60,560"
FORSITE CONSULTANTS LTD.,"5,896,027"
FORT COOK HOLDINGS LTD.,"640,444"
FORT NELSON EMPLOYMENT SERVICES INC.,"40,551"
FORT NELSON FIRST NATION,"100,049"
FORT ST. JOHN DEVELOPMENT CO. LTD.,"237,118"
FORT ST. JOHN WATER INC.,"30,667"
FORT STREET PROPERTIES INC.,"1,363,587"
FORTE CONSULTING LTD.,"228,447"
FORTEC CONSULTING LTD.,"366,512"
FORTISBC – ELECTRICITY,"1,137,745"
FORTISBC ENERGY INC.,"895,302"
FORTISBC INC.,"63,675"
FORTISBC–NATURAL GAS,"412,588"
FOUNDRY SPATIAL LTD.,"412,094"
FOUR DIRECTIONS MANAGEMENT SERVICES LTD.,"262,046"
FOUR RIVERS CO–OPERATIVE,"214,564"
FOWLER MOVING,"41,866"
"FOWLER, GRAEME M","192,791"
"FOX, MICHAEL","66,171"
FPINNOVATIONS,"471,925"
FPL PROPERTIES LTD.,"699,241"
"FRANCIS, CELIA","37,711"
FRANK A.V. FALZON LAW CORPORATION,"399,025"
FRASER BASIN COUNCIL SOCIETY,"144,339"
FRASER CITY INSTALLATIONS (1989) LTD.,"1,308,597"
FRASER CITY MOTORS LTD.,"31,357"
FRASER ENVIRONMENTAL SERVICES,"95,729"
FRASER HEALTH AUTHORITY,"637,521"
FRASER HERITAGE SOCIETY,"135,541"
FRASER LAKE FIRE RESCUE TRAINING SOCIETY,"133,343"
FRASER LAKE SAWMILLS,"204,809"
FRASER STREET HOLDINGS LTD.,"120,261"
FRASER VALLEY CONSERVANCY,"48,711"
FRASER VALLEY EMPLOYMENT AND SUPPORT SERVICES CO–OPERATIVE,"130,002"
FRASER VALLEY INVASIVE SPECIES SOCIETY,"126,831"
FRASER VALLEY WELDING & FABRICATING LTD.,"34,283"
FRASER WAY PRE–KAST LTD.,"55,089"
"FRASER, ROBERT R","97,625"
FRED ILNICKI DEVELOPMENTS LTD.,"80,870"
FRED SURRIDGE LTD.,"98,179"
"FREDERICK F. FATT, LAW CORPORATION","31,142"
FREE GROWING FORESTRY LTD.,"983,769"
FREEMAN AUDIO VISUAL,"31,174"
FREIGHT FORCE TRANSPORTATION LTD.,"37,324"
FRESHWATER FISHERIES SOCIETY OF B.C.,"13,086,284"
FRESHWORKS STUDIO INC.,"1,192,917"
FRESNO CONSTRUCTION LIMITED,"33,695"
FRIENDS OF FORT STEELE SOCIETY,"404,914"
FRIENDS OF HISTORIC HAT CREEK RANCH,"153,927"
FRIENDS OF THE MORDEN MINE,"119,033"
"FRIESEN, INGRID A","85,584"
FRISCHKORNMEDIACO,"372,289"
"FROESE, BEVERLY","78,537"
FRONTIER TRUCK RENTALS,"125,427"
FRONTLINE HELICOPTERS LTD.,"1,392,501"
FRONTLINE MANAGEMENT SERVICES LTD.,"67,804"
FRONTLINE OUTFITTERS LTD.,"72,703"
